trial,analysis,hsv_h_just,hsv_s_just,hsv_v_just,degrees_just,translate_just,scale_just,shear_just,perspective_just,flipud_just,fliplr_just,bgr_just,mosaic_just,mixup_just,cutmix_just,copy_paste_just,close_mosaic_just,hsv_h_value,hsv_s_value,hsv_v_value,degrees_value,translate_value,scale_value,shear_value,perspective_value,flipud_value,fliplr_value,bgr_value,mosaic_value,mixup_value,cutmix_value,copy_paste_value,close_mosaic_value
20,"Trial 19's mixup=0.15 probe produced the best score so far (0.3822 vs the long-standing trial-7 base of 0.3782), suggesting soft-label mixing provides useful regularization for this small dataset and nano model without destroying the small peach color cues at low probability. This axis is only half-bracketed: values above 0.15 are untested, and the improvement (+0.004) is large enough relative to other observed effects to be worth pursuing. With 9 trials remaining after this one, I run a clean single-variable probe at mixup=0.3 on the trial-19 base to locate the mixup optimum before shifting to pure exploitation; if it regresses, mixup=0.15 is confirmed and refinement continues around trial 19.","Hue bracket is complete: 0.05 regressed clearly (0.3715), so the tight default that preserves the peach-vs-foliage hue signal stays.",Saturation bracket (0.3/0.6/0.85) showed an interior optimum at 0.6; unchanged from the best configuration.,"Brightness probe at 0.7 was flat-to-negative, confirming 0.5 as the optimum; kept unchanged.",The degrees bracket (45/15/0) was monotonic in favor of 0 — flips already cover nadir symmetry and rotation border-fill corrupts small color fragments; kept at 0.,"Both directions bracketed: 0.3 slightly regressed and 0.05 regressed clearly (0.3677), so 0.15 is a confirmed interior optimum.",Scale re-tested under degrees=0 (0.45 flat-to-negative) and earlier bracketed at 0.15/0.3/0.5; 0.3 remains the best-supported value.,Shear produces off-distribution geometric distortion of round objects with no nadir-imagery justification; kept off throughout the successful trajectory.,"Nadir imagery has no perspective variation to model, and warps distort axis-aligned boxes of tiny objects; kept off.",Nadir scenes are fully flip-symmetric; vertical flips are cost-free true invariances and have been in every trial including the best.,Same symmetry argument as flipud; kept at 0.5 as in all trials.,Channel-swapping is a categorical color corruption that would destroy the orange-vs-green discriminative cue; kept off.,"Mosaic was fully re-bracketed under degrees=0 (0.1→0.3751, 0.25→0.3782, 0.5→0.3741), confirming an interior optimum at 0.25; unchanged.","mixup=0.15 gave the best score to date (+0.004 over the identical base without it), and the upper side of this axis is untested; I probe 0.3 to complete the bracket — low enough that most batches still show unblended peach fragments, but doubled to reveal the slope.",The cutmix=0.25 probe regressed slightly (0.3777 vs 0.3782); kept off to avoid stacking mixing-family corruption on top of the increased mixup.,"Likely a no-op or weak with box-only labels, and untested; not worth confounding this clean mixup probe.",The endpoint bracket (0→0.3772 vs 10→0.3782) showed the mosaic-free fine-tuning phase helps; kept at 10.,0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.3,0.0,0.0,10
21,"The mixup axis is the strongest live signal: 0.0→0.3782, 0.15→0.3822, 0.3→0.3858 — a monotonic upward trend where each step (+0.004) exceeds most other observed effects, suggesting soft-label blending regularizes this small-dataset/nano-model combination effectively. The axis remains unbounded on the upper side, so with 8 trials remaining after this one I continue the clean single-variable bracket at mixup=0.45 on the otherwise-unchanged trial-20 best base. If it improves, I push further; if it regresses, mixup=0.3 is confirmed as an interior optimum and remaining budget shifts to fine exploitation and small interaction probes around the best configuration.","Hue is the discriminative peach-vs-foliage channel; the upward probe at 0.05 regressed clearly (trial 14), so keep the tight default.","Fully bracketed (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) with interior optimum at 0.6; keep unchanged.","Probe at 0.7 was flat-to-negative (trial 10), confirming 0.5 as adequate for outdoor illumination variation; keep unchanged.","Rotation bracket was monotonic downward (45→15→0 improved each step); flips already cover nadir symmetry without border-fill corruption, so keep at 0.","Bracketed both directions (0.05 regressed sharply, 0.3 regressed slightly); 0.15 is the confirmed interior optimum.",Bracketed at 0.15/0.3/0.45/0.5 including a rotation-deconfounded re-test; 0.3 remains best for this 52%-COCO-small distribution.,Shear produces off-distribution warps of small round objects in nadir imagery with no plausible test-time analogue; keep disabled.,Nadir tiles have no perspective variation; warping would only distort tiny axis-aligned boxes. Keep disabled.,"Nadir imagery is vertically symmetric; free invariance with zero corruption, kept in every trial.",Horizontal flip is likewise a true invariance of the nadir view; keep at 0.5.,Channel swapping is a categorical color change that destroys the peach-orange vs foliage-green cue the detector depends on; keep off.,"Re-bracketed under degrees=0 (0.1→0.3751, 0.25→0.3782, 0.5→0.3741); 0.25 is the confirmed interior optimum balancing densification against source downsizing.","Monotonic improvement 0.0→0.15→0.3 (0.3782→0.3822→0.3858) with the upper side untested; continue the bracket at 0.45 to locate the optimum, accepting some risk that heavier blending starts eroding small peach fragments.",The cutmix=0.25 probe (trial 12) slightly regressed; keep off to preserve clean attribution on the mixup axis.,"Likely a no-op or degenerate with box-only labels; not worth spending signal on, keep off.","Bracketed endpoint-to-endpoint (0→0.3772 vs 10→0.3782); the mosaic-free fine-tuning phase helps, keep at 10.",0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.45,0.0,0.0,10
22,"The mixup bracket remains the strongest live signal and is still monotonic: 0.0→0.3782, 0.15→0.3822, 0.3→0.3858, 0.45→0.3892, with each +0.15 step yielding roughly +0.004 — larger than any other single-knob effect observed. The axis is still unbounded above, so the highest-expected-value move is to continue the clean single-variable probe at mixup=0.6 on the otherwise-unchanged trial-21 base. If the trend continues I push further next trial; if it regresses, mixup=0.45 is confirmed as the optimum and the final trials shift to exploitation and small interaction probes (e.g., cutmix re-test under high mixup).","Tight hue jitter preserves the peach-orange vs foliage-green discriminative channel; hsv_h=0.05 regressed clearly in trial 14, so keep the confirmed value.","Fully bracketed (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) with an interior optimum at 0.6; keep unchanged.",Brightness bracket showed 0.7 flat-to-slightly-negative versus 0.5; keep the confirmed 0.5.,Rotation bracket was monotonic downward (45→15→0 improved each step); flips already cover nadir symmetry and rotation border-fill corrupts tiny color fragments. Keep 0.,"Bracketed both directions: 0.05 regressed sharply and 0.3 slightly regressed, confirming 0.15 as the interior optimum. Keep unchanged.","Scale was bracketed under both degrees=45 and degrees=0; 0.3 remains best (0.15 hurt, 0.45/0.5 flat-to-negative). Keep unchanged.",Shear produces off-distribution warps of axis-aligned boxes on round objects in nadir imagery; never enabled and no evidence suggests it would help. Keep 0.,Perspective warp is off-distribution for flat nadir tiles and adds interpolation blur to tiny objects. Keep 0.,"Nadir imagery is flip-symmetric; vertical flip is a lossless, in-distribution augmentation present in every trial. Keep 0.5.",Same symmetry argument as flipud; keep the standard 0.5.,Channel swap destroys the orange-vs-green color cue that detection depends on; keep disabled.,"Fully re-bracketed under degrees=0 (0.1→0.3751, 0.25→0.3782, 0.5→0.3741) with confirmed interior optimum at 0.25. Keep unchanged.",The monotonic upward trend (0→0.15→0.3→0.45 giving 0.3782→0.3822→0.3858→0.3892) is the strongest signal in the history and the upper side is still unbounded; continue the bracket at 0.6 to locate the optimum.,cutmix=0.25 slightly regressed on the mixup=0 base (trial 12); keeping it off preserves clean attribution for the mixup probe. May re-test as an interaction later.,Likely a no-op or unreliable with box-only labels; keep disabled.,"Bracketed endpoint-to-endpoint: close_mosaic=0 regressed to 0.3772, confirming the mosaic-free fine-tuning phase helps. Keep 10.",0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.6,0.0,0.0,10
23,"The mixup bracket remains the dominant and still-monotonic signal: 0.0→0.3782, 0.15→0.3822, 0.3→0.3858, 0.45→0.3892, 0.6→0.3914 — five consecutive improvements of roughly +0.003-0.004 per +0.15 step, far exceeding evaluation noise and any other single-knob effect. The axis is still unbounded above, so with 6 trials remaining the highest-expected-value move is to continue the clean single-variable probe at mixup=0.75 on the otherwise-unchanged trial-22 best base. If the trend continues, one more upward step (0.9 or 1.0) remains affordable; if it regresses, mixup=0.6 is confirmed and final trials shift to exploitation and a small interaction probe (e.g., cutmix or hsv under high mixup).","Hue is the discriminative channel separating peach-orange from foliage-green; the upward probe at 0.05 regressed clearly, so tight hue jitter stays at the confirmed value.","Saturation is fully bracketed (0.3 and 0.85 both regressed relative to 0.6), confirming 0.6 as the interior optimum; unchanged.","Brightness at 0.7 was flat-to-slightly-negative versus 0.5, so I keep the confirmed 0.5.","The rotation bracket was monotonic downward (45→15→0 improving), showing border-fill/blur costs exceed invariance gains since flips already cover symmetry; keep at 0.","Both directions bracketed: 0.3 slightly regressed and 0.05 regressed clearly, confirming 0.15 as the interior optimum; unchanged.","Scale was bracketed under both degrees=45 and degrees=0 (0.15 clearly worse, 0.45 flat-negative), confirming 0.3; unchanged.",Shear produces off-distribution warps of small round objects with no plausible test-time analogue in nadir imagery; keep disabled.,Nadir imagery has no perspective variation and warps corrupt tiny axis-aligned boxes; keep disabled.,"Nadir scenes are vertically symmetric; free invariance, kept at 0.5 in every trial including the best.",Horizontal flip is a true invariance of nadir imagery; keep at 0.5 as in the best config.,Channel swapping is a categorical color change that destroys the peach-orange cue the model depends on; keep at 0.,"Mosaic was re-bracketed under degrees=0 (0.1→0.3751, 0.25→0.3782, 0.5→0.3741), confirming an interior optimum at 0.25; unchanged.","The only live axis: five monotonic improvements from 0.0 to 0.6, each step exceeding noise. I continue the single-variable bracket upward to 0.75 to locate the optimum; soft-label blending is evidently strong regularization for this small dataset and nano model.","Cutmix=0.25 slightly regressed under mixup=0; a re-test under high mixup is a possible later probe, but this trial keeps clean attribution on the mixup axis, so it stays at 0.",Likely a no-op with box-only labels and untested benefit; keep at 0 to preserve attribution.,"The endpoint bracket showed close_mosaic=10 beats 0 (0.3782 vs 0.3772); the mosaic-free fine-tuning phase helps, so keep at 10.",0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.75,0.0,0.0,10
24,"The mixup bracket has now peaked: 0.6→0.3914 vs 0.75→0.3907, a small regression suggesting the optimum sits near 0.6, so I lock mixup=0.6 (the trial-22 best). With 5 trials remaining after this one, the highest-expected-value untested question is whether cutmix stacks with high mixup: cutmix was only tried once (0.25 at mixup=0, essentially flat), and its occlusion-mimicking, non-shrinking pasting mechanism is complementary to mixup's soft-label blending — the strong benefit of mixup suggests this nano model on this small dataset is under-regularized, so a second mild mixing regularizer may add further gain. I run a clean single-variable probe of cutmix=0.15 on the trial-22 base; if it regresses, the final trials exploit around trial 22 (e.g., mixup 0.65 refinement).",Hue jitter at 0.05 regressed clearly (trial 14); the tight default preserves the peach-orange vs foliage-green discriminative channel. Keep at the confirmed best value.,"Fully bracketed (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) with an interior optimum at 0.6; unchanged.","0.7 was flat-to-slightly-negative versus 0.5 (trial 10), confirming 0.5 as adequate; keep unchanged.",Monotonic bracket (45→15→0 improving) showed rotation border-fill and blur only cost on this data since flips cover the nadir symmetry; keep at 0.,"Bracketed in both directions (0.05 regressed sharply, 0.3 slightly down); 0.15 is the confirmed interior optimum.","Scale bracketed twice (0.15 bad, 0.3 best, 0.45/0.5 flat-to-worse under degrees=0); keep at 0.3.",Shear produces off-distribution geometric distortion for nadir round objects and has never been justified; keep off.,Perspective warp is off-distribution for flat nadir tiles and distorts tiny boxes; keep off.,Nadir imagery is vertically flip-symmetric; 0.5 has been in every trial including all improvements. Keep.,Horizontal flip is a true invariance of nadir imagery; keep at 0.5.,Channel swap is a categorical color corruption that would destroy the peach-vs-foliage color cue this task depends on; keep off.,"Bracketed twice (under degrees=45 and degrees=0), both showing an interior optimum at 0.25; keep unchanged.","The bracket peaked: 0.6→0.3914 vs 0.75→0.3907, so the optimum sits near 0.6. Lock at the trial-22 best value.","The single tested change this trial: cutmix=0.25 at mixup=0 was flat (within noise), but under the strongly beneficial high-mixup regime the model has proven to want more mixing regularization, and cutmix pastes intact regions that mimic pervasive foliage occlusion without shrinking objects. A low 0.15 probability tests stacking with limited corruption risk.",Likely a no-op or degenerate with box-only labels (pastes rectangular patches with background); keep off.,close_mosaic=0 regressed clearly (trial 17: 0.3772 vs 0.3782); the mosaic-free fine-tuning phase helps. Keep at 10.,0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.6,0.15,0.0,10
25,"Trial 24 answered the cutmix-stacking question negatively (0.3892 vs trial 22's 0.3914), so trial 22 (mixup=0.6, mosaic=0.25) remains the confirmed best and cutmix returns to 0. The mixup bracket is peaked near 0.6 (0.45→0.3892, 0.6→0.3914, 0.75→0.3907), with differences at the peak small enough that fine refinement offers little expected gain. The highest-value remaining question is an interaction: the mosaic bracket was measured entirely at mixup=0, but mixup itself now densifies scenes (blending two images doubles instance density softly) and supplies strong regularization, potentially making mosaic's densification redundant while its source-downsizing cost on this 52%-COCO-small distribution remains. This trial probes mosaic=0.1 on the otherwise-unchanged trial-22 best base; if it regresses, the final trials exploit trial 22 directly with at most a tiny mixup refinement.","Hue is the discriminative peach-vs-foliage channel; the upward probe at 0.05 regressed clearly (0.3715), so hue jitter stays tight at the confirmed base value.","Saturation is fully bracketed (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) with an interior optimum at 0.6; keep unchanged.",Brightness at 0.5 beat the 0.7 probe; the optimum sits near 0.5 and this axis is closed. Keep unchanged.,"The degrees bracket was monotonic downward (45→0.368-0.372, 15→0.3732, 0→0.3782): rotation's border-fill and blur only cost on this data since flips cover nadir symmetry. Keep at 0.","Translate is bracketed on both sides (0.05→0.3677, 0.15→0.3782, 0.3→0.3765), confirming 0.15 as the interior optimum. Keep unchanged.",Scale=0.3 survived re-testing under degrees=0 (0.45 was flat-to-negative) and downward at 0.15 regressed clearly; keep the confirmed value.,"Shear produces off-distribution warps of axis-aligned boxes on round objects with no plausible test-time analogue in nadir imagery; never enabled, keep at 0.","Nadir imagery has no perspective variation to model, and warps would distort tiny box geometry; keep disabled.","Nadir imagery is flip-symmetric; vertical flips are free, exactly-in-distribution augmentation and have been in every trial including the best. Keep at 0.5.",Same symmetry argument as flipud; horizontal flips are cost-free and in-distribution. Keep at 0.5.,"Channel swapping is a categorical color change that would map peach-orange to off-distribution blue, destroying the primary discriminative cue. Keep at 0.","The mosaic bracket (0.1→0.3751, 0.25→0.3782, 0.5→0.3741) was measured at mixup=0; with mixup=0.6 now softly densifying every blended pair and providing strong regularization, mosaic's densification benefit may be redundant while its source-downsizing still shrinks already-small peaches. I probe 0.1 under the high-mixup regime to test this interaction cleanly.",The strongest signal in the entire search: monotonic gains from 0 to 0.6 (0.3782→0.3914) with a peak at 0.6 (0.75 regressed slightly). Lock at the confirmed optimum.,"Trial 24 showed cutmix=0.15 does not stack with high mixup (0.3892 vs 0.3914), and the earlier cutmix=0.25 probe at mixup=0 was also flat-to-negative. Return to 0.",Likely a no-op or degraded with box-only labels (pastes rectangular background along with the fruit); never tested because expected value is low. Keep at 0.,The endpoint bracket (0→0.3772 vs 10→0.3782) favors the full mosaic-free fine-tuning phase; keep at 10.,0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.1,0.6,0.0,0.0,10
26,"Trial 22 (mixup=0.6 on the long-refined base) remains best at 0.3914. Trial 25 showed reducing mosaic to 0.1 under high mixup regressed more sharply (-0.005) than the same move did at mixup=0 (-0.003), suggesting the mosaic optimum may have shifted UPWARD under heavy mixup — mixup's soft blending plus mosaic's densification appear complementary rather than redundant, and the old mosaic=0.5 penalty was measured at mixup=0. With only 3 trials left after this one, I spend this trial on the one remaining high-value interaction: a clean single-variable probe at mosaic=0.4 on the otherwise-unchanged trial-22 best configuration. If it regresses, the final trials exploit trial 22 directly with at most tiny mixup refinements.","Hue is the class-discriminative channel (peach-orange vs foliage-green); the upward probe at 0.05 regressed clearly (trial 14), so hue jitter stays tight at the confirmed value.","Fully bracketed with an interior optimum: 0.3→0.3750, 0.6→0.3782, 0.85→0.3731; keep the confirmed 0.6.","The upward probe at 0.7 was flat-to-slightly-negative (trial 10), confirming the brightness optimum near 0.5; unchanged.","The degrees bracket was monotonic downward (45→15→0 improving), showing rotation's border-fill and interpolation blur only corrupt the tiny color-fragment cues while flips already cover the nadir symmetry; keep 0.","Bracketed in both directions: 0.05 regressed sharply (trial 18) and 0.3 slightly regressed (trial 11), confirming 0.15 as the interior optimum; unchanged.",Bracketed at 0.15/0.3/0.45/0.5 with 0.3 best or tied-best both with and without rotation confound; keep the confirmed 0.3.,Shear produces off-distribution warps of nadir imagery and distorts axis-aligned boxes of small round fruit with no plausible test-time analog; keep disabled.,"Nadir imagery has no perspective variation to model, and warping would blur tiny color fragments; keep disabled.","Nadir imagery is statistically symmetric under vertical flip; this is a free, distortion-less augmentation present in every trial including all bests. Unchanged.",Same symmetry argument as flipud; horizontal flips are lossless and in-distribution. Unchanged.,Channel swap is a categorical color change that would destroy the peach-orange vs foliage-green discriminative cue; keep disabled.,"This is the trial's single probe: at mixup=0.6 the downward mosaic step (0.1, trial 25) cost -0.005, steeper than the -0.003 seen at mixup=0, suggesting mosaic's densification is MORE valuable under heavy mixup and the optimum may have shifted above 0.25. The old mosaic=0.5 penalty was measured at mixup=0, so I test mosaic=0.4 under the high-mixup regime to complete the interaction bracket upward.","The dominant discovery of this search: a monotonic bracket 0→0.15→0.3→0.45→0.6 improving, peaking at 0.6 (0.75 regressed slightly). Keep the confirmed peak value.","Cutmix=0.15 stacked on mixup=0.6 regressed (trial 24, 0.3892 vs 0.3914), and cutmix=0.25 at mixup=0 was flat; keep at 0.",Likely a no-op with box-only labels and untested value on the best base; not worth spending one of the final probes on. Keep 0.,"Bracketed endpoint-to-endpoint: close_mosaic=0 regressed (0.3772 vs 0.3782), confirming the mosaic-free fine-tuning phase helps; keep 10.",0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.4,0.6,0.0,0.0,10
27,"Trial 22 (mixup=0.6, mosaic=0.25 on the long-refined base) remains best at 0.3914, and trial 26 completed the mosaic-under-mixup bracket (0.1→0.3858, 0.25→0.3914, 0.4→0.3858), confirming mosaic=0.25 as a sharp interior optimum even under heavy mixup. With only 2 trials remaining after this one, exploration is no longer rational; the highest-expected-value move is fine exploitation of the one axis whose peak is only loosely located: mixup (0.45→0.3892, 0.6→0.3914, 0.75→0.3907 implies a peak between 0.6 and 0.75, likely slightly above 0.6). This trial probes mixup=0.65 on the otherwise-unchanged trial-22 configuration — a minimal-risk perturbation whose expected score is at or above the current best, keeping the final trial free for either another micro-refinement or the safest known neighborhood.","Hue is the class-discriminative channel (peach-orange vs foliage-green); the upward probe to 0.05 regressed clearly (0.3715), so hue jitter stays tight at the confirmed value.","The saturation bracket (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) identified an interior optimum at 0.6; keeping the confirmed value.",Brightness at 0.5 outperformed 0.7 (0.3782 vs 0.3775); keeping the confirmed value from every top-scoring trial.,"The rotation bracket was monotonic downward (45→0.3679, 15→0.3732, 0→0.3782): flips already cover nadir symmetry and rotation border-fill/blur corrupts small color fragments, so rotation stays off.","Both directions are bracketed: 0.05 regressed sharply (0.3677) and 0.3 regressed slightly (0.3765), confirming 0.15 as the interior optimum.","Scale was bracketed twice (0.15/0.3/0.45/0.5), including a re-test without the rotation confound; 0.3 remains the best point and is kept.",Shear produces off-distribution geometric distortion of small round objects in nadir imagery with no plausible test-time analogue; kept at 0 as in every trial.,Perspective warp is off-distribution for fixed-altitude nadir tiles and distorts axis-aligned boxes of tiny objects; kept at 0.,Nadir imagery is vertically symmetric; flipud=0.5 has been in every trial including all top scores and is a free invariance.,Horizontal flip is a true invariance of nadir imagery; kept at the standard 0.5 used in all trials.,Channel swapping is a categorical color corruption that would destroy the peach-orange hue cue the detector depends on; kept off.,"The mosaic axis is now fully bracketed under high mixup (0.1→0.3858, 0.25→0.3914, 0.4→0.3858), a sharp interior optimum at 0.25; kept at the confirmed value.","The mixup bracket peaks between 0.6 (0.3914) and 0.75 (0.3907), with 0.45 lower (0.3892) — the peak plausibly sits slightly above 0.6. This micro-probe at 0.65 refines the strongest lever with minimal downside risk since both neighbors score at or near the best.",Cutmix=0.15 stacked with high mixup regressed (0.3892 vs 0.3914) and cutmix=0.25 at mixup=0 was flat; it stays off.,Likely a no-op or noise source with box-only labels; never tested positive and kept off to preserve the best-known policy.,The endpoint bracket showed close_mosaic=10 beats 0 (0.3782 vs 0.3772); the mosaic-free fine-tuning phase helps and is kept at 10 as in all top trials.,0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.65,0.0,0.0,10
28,"Trial 22 (mixup=0.6, mosaic=0.25, degrees=0, scale=0.3, translate=0.15, hsv 0.015/0.6/0.5, full flips, close_mosaic=10) remains the confirmed best at 0.3914. Trial 27 showed mixup=0.65 regresses (-0.002), so the mixup peak lies at or slightly below 0.6 — the interval 0.45-0.6 shows the steepest local gradient (0.3892→0.3914) and 0.55 has never been evaluated. With only one trial remaining after this, exploration is irrational; I make the single smallest-risk perturbation with a realistic chance of beating the best: mixup=0.55 on the otherwise-unchanged trial-22 configuration, whose expected score sits between 0.389 and 0.392 and could exceed 0.3914 if the true peak is just below 0.6.","Hue is the class-discriminative channel separating peach-orange from foliage-green; the upward probe to 0.05 clearly regressed (0.3715), so hue jitter stays tight at the value present in every top trial.","The saturation bracket (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) identified an interior optimum at 0.6, which has been in every best configuration; keep it.",Brightness at 0.5 outperformed 0.7 (0.3782 vs 0.3775) and has anchored every best trial; no evidence motivates changing it in a final exploitation trial.,"The rotation bracket was monotonic downward (45→0.368, 15→0.3732, 0→0.3782): border-fill and interpolation blur corrupt tiny color fragments while flips already cover nadir symmetry. Keep rotation off.","Both directions were bracketed (0.05→0.3677, 0.15→best, 0.3→0.3765), confirming 0.15 as the interior optimum; keep it.","Scale was bracketed twice, including a re-test under degrees=0 (0.45→0.3777 flat-to-negative), confirming 0.3 as adequate for this 52%-COCO-small distribution; keep it.",Shear produces off-distribution distortions of nadir imagery and distorts axis-aligned boxes of small round fruit; it was never needed and stays off in a final exploitation trial.,Perspective warp is off-distribution for nadir orthomosaic tiles and blurs tiny objects; kept off as in every trial.,"Nadir imagery has no canonical up-direction; vertical flips are a free, distribution-preserving invariance present in every best trial. Keep at 0.5.",Horizontal flips are equally free under nadir symmetry and have been in every configuration; keep at 0.5.,Channel swapping is a categorical color change that destroys the peach-vs-foliage hue cue on which detection depends; kept off.,"The mosaic axis was bracketed three times, including under heavy mixup (0.1→0.3858, 0.25→0.3914, 0.4→0.3858), showing a sharp interior optimum at 0.25; keep it.","The mixup bracket shows 0.45→0.3892, 0.6→0.3914, 0.65→0.3895, 0.75→0.3907, implying a peak at or slightly below 0.6; 0.55 is the only untested point in the steepest-gradient interval and is the lowest-risk perturbation with upside potential.",Cutmix regressed both alone (0.25→0.3777) and stacked with high mixup (0.15→0.3892 vs 0.3914); keep it off.,Likely a no-op or harmful with box-only labels (pastes rectangular background along with the fruit); never showed promise and stays off.,"The endpoint bracket (0→0.3772 vs 10→0.3782) plus the best trials all used 10; the mosaic-free fine-tuning phase helps, so keep it.",0.015,0.6,0.5,0.0,0.15,0.3,0.0,0.0,0.5,0.5,0.0,0.25,0.55,0.0,0.0,10
29,"Final trial with trial 22 (0.3914) locked in as the guaranteed best. Both mixup micro-refinements (0.55, 0.65) regressed, so the mixup peak at 0.6 is well located, and the mosaic-under-mixup bracket confirmed 0.25 as a sharp interior optimum. The only remaining axis with plausible upside and near-zero downside is scale: at mixup=0 it was essentially flat between 0.3 and 0.45 (0.3782 vs 0.3777), scale-up zoom is the one geometric augmentation that ENLARGES the 52%-COCO-small peaches, and it has never been re-tested under the heavily-regularized mixup=0.6 regime where the model may tolerate or benefit from slightly stronger geometric diversity. I therefore make a single minimal-risk perturbation — scale 0.3→0.4 — on the otherwise-unchanged trial-22 configuration; expected score is at or near the best, with a genuine chance of a small improvement.","Hue is the class-discriminative channel separating peach-orange from foliage-green; the upward probe to 0.05 regressed clearly (0.3715), so hue jitter stays tight at the confirmed value.","The saturation bracket (0.3→0.3750, 0.6→0.3782, 0.85→0.3731) identified an interior optimum at 0.6; keeping it unchanged from the best configuration.",Brightness at 0.5 beat 0.7 (0.3782 vs 0.3775) and has been part of every top-scoring trial; unchanged for the exploitation trial.,"The rotation bracket was monotonic (45→0.3679, 15→0.3732, 0→0.3782): border-fill and interpolation blur only corrupt the tiny color-fragment cues while flips already cover the nadir symmetry. Stays at 0.","Fully bracketed: 0.05 regressed sharply (0.3677), 0.3 slightly regressed, so 0.15 is the confirmed peak and stays unchanged.","The one deliberate change: at mixup=0 the axis was flat between 0.3 and 0.45, scale-up zooming enlarges the many sub-32px peaches, and this axis has never been tested under heavy mixup regularization where extra geometric diversity may now help. Probing the untested midpoint 0.4 carries near-zero expected downside and a plausible small gain.","Shear produces off-distribution distortions of round objects never present in nadir validation imagery; never tested because the prior against it is strong, and the final trial is no place to introduce it.",Nadir tiles have no perspective variation; warping would distort tiny axis-aligned boxes for no distributional benefit. Stays off.,Nadir imagery is statistically symmetric under vertical flips; 0.5 has been part of every trial including the best. Unchanged.,Horizontal flips are exactly on-distribution for nadir imagery; 0.5 retained from the best configuration.,Channel swapping is a categorical color change that would destroy the peach-orange vs foliage-green cue the detector depends on. Stays at 0.,"Mosaic was bracketed twice, including under mixup=0.6 (0.1→0.3858, 0.25→0.3914, 0.4→0.3858), showing a sharp interior optimum at 0.25. Unchanged.","The strongest discovered lever: monotonic gains from 0 to 0.6 (0.3782→0.3914), with both 0.55 and 0.65 regressing, so 0.6 is the well-located peak and stays fixed.",Cutmix regressed both alone (0.25 at mixup=0) and stacked with high mixup (0.15 at mixup=0.6 gave 0.3861 vs 0.3914). Stays off.,Likely a no-op with box-only labels and never showed value; keeping it at 0 preserves the exact best-known augmentation pipeline.,"The endpoint bracket showed close_mosaic=10 beats 0 (0.3782 vs 0.3772), confirming the mosaic-free fine-tuning tail helps; retained at 10.",0.015,0.6,0.5,0.0,0.15,0.4,0.0,0.0,0.5,0.5,0.0,0.25,0.6,0.0,0.0,10
